id,y_2014
0,0.000000000000000
1,3.000000000000000
2,15.000000000000000
3,1.000000000000000
4,4.000000000000000
5,0.000000000000000
6,1.000000000000000
7,10.000000000000000
8,20.000000000000000
9,1.000000000000000
10,2.000000000000000
11,5.000000000000000
12,3.000000000000000
13,0.000000000000000
14,0.000000000000000
15,1.000000000000000
16,0.000000000000000
17,0.000000000000000
18,0.000000000000000
19,0.000000000000000
20,2.000000000000000
21,2.000000000000000
22,0.000000000000000
23,1.000000000000000
24,0.000000000000000
25,0.000000000000000
26,0.000000000000000
27,4.000000000000000
28,0.000000000000000
29,2.000000000000000
30,15.000000000000000
31,1.000000000000000
32,0.000000000000000
33,3.000000000000000
34,1.000000000000000
35,0.000000000000000
36,0.000000000000000
37,0.000000000000000
38,0.000000000000000
39,4.000000000000000
40,2.000000000000000
41,0.000000000000000
42,3.000000000000000
43,5.000000000000000
44,0.000000000000000
45,5.000000000000000
46,0.000000000000000
47,9.000000000000000
48,1.000000000000000
49,2.000000000000000
50,1.000000000000000
51,2.000000000000000
52,2.000000000000000
53,2.000000000000000
54,1.000000000000000
55,8.000000000000000
56,3.000000000000000
57,0.000000000000000
58,0.000000000000000
59,0.000000000000000
60,0.000000000000000
61,0.000000000000000
62,1.000000000000000
63,0.000000000000000
64,0.000000000000000
65,2.000000000000000
66,29.000000000000000
67,0.000000000000000
68,0.000000000000000
69,4.000000000000000
70,0.000000000000000
71,7.000000000000000
72,15.000000000000000
73,0.000000000000000
74,9.000000000000000
75,1.000000000000000
76,6.000000000000000
77,2.000000000000000
78,0.000000000000000
79,0.000000000000000
80,1.000000000000000
81,3.000000000000000
82,23.000000000000000
83,1.000000000000000
84,1.000000000000000
85,3.000000000000000
86,1.000000000000000
87,0.000000000000000
88,0.000000000000000
89,0.000000000000000
90,3.000000000000000
91,0.000000000000000
92,0.000000000000000
93,0.000000000000000
94,0.000000000000000
95,0.000000000000000
96,8.000000000000000
97,10.000000000000000
98,46.000000000000000
99,24.000000000000000
100,5.000000000000000
101,1.000000000000000
102,5.000000000000000
103,0.000000000000000
104,0.000000000000000
105,0.000000000000000
106,7.000000000000000
107,1.000000000000000
108,3.000000000000000
109,0.000000000000000
110,2.000000000000000
111,4.000000000000000
112,1.000000000000000
113,1.000000000000000
114,2.000000000000000
115,0.000000000000000
116,1.000000000000000
117,1.000000000000000
118,4.000000000000000
119,0.000000000000000
120,0.000000000000000
121,0.000000000000000
122,0.000000000000000
123,4.000000000000000
124,3.000000000000000
125,1.000000000000000
126,5.000000000000000
127,6.000000000000000
128,1.000000000000000
129,1.000000000000000
130,24.000000000000000
131,1.000000000000000
132,16.000000000000000
133,4.000000000000000
134,1.000000000000000
135,6.000000000000000
136,19.000000000000000
137,3.000000000000000
138,10.000000000000000
139,0.000000000000000
140,0.000000000000000
141,1.000000000000000
142,13.000000000000000
143,9.000000000000000
144,9.000000000000000
145,11.000000000000000
146,1.000000000000000
147,6.000000000000000
148,0.000000000000000
149,12.000000000000000
150,1.000000000000000
151,12.000000000000000
152,9.000000000000000
153,0.000000000000000
154,4.000000000000000
155,2.000000000000000
156,5.000000000000000
157,1.000000000000000
158,2.000000000000000
159,3.000000000000000
160,1.000000000000000
161,2.000000000000000
162,0.000000000000000
163,0.000000000000000
164,0.000000000000000
165,2.000000000000000
166,0.000000000000000
167,0.000000000000000
168,1.000000000000000
169,2.000000000000000
170,0.000000000000000
171,2.000000000000000
172,0.000000000000000
173,0.000000000000000
174,0.000000000000000
175,3.000000000000000
176,5.000000000000000
177,0.000000000000000
178,0.000000000000000
179,0.000000000000000
180,0.000000000000000
181,5.000000000000000
182,1.000000000000000
183,0.000000000000000
184,4.000000000000000
185,1.000000000000000
186,1.000000000000000
187,0.000000000000000
188,1.000000000000000
189,0.000000000000000
190,3.000000000000000
191,3.000000000000000
192,0.000000000000000
193,2.000000000000000
194,3.000000000000000
195,2.000000000000000
196,0.000000000000000
197,1.000000000000000
198,1.000000000000000
199,0.000000000000000
200,4.000000000000000
201,1.000000000000000
202,1.000000000000000
203,8.000000000000000
204,1.000000000000000
205,0.000000000000000
206,0.000000000000000
207,1.000000000000000
208,0.000000000000000
209,0.000000000000000
210,1.000000000000000
211,1.000000000000000
212,0.000000000000000
213,0.000000000000000
214,0.000000000000000
215,6.000000000000000
216,4.000000000000000
217,2.000000000000000
218,9.000000000000000
219,2.000000000000000
220,5.000000000000000
221,6.000000000000000
222,8.000000000000000
223,15.000000000000000
224,3.000000000000000
225,1.000000000000000
226,23.000000000000000
227,8.000000000000000
228,17.000000000000000
229,13.000000000000000
230,0.000000000000000
231,0.000000000000000
232,2.000000000000000
233,0.000000000000000
234,0.000000000000000
235,0.000000000000000
236,0.000000000000000
237,0.000000000000000
238,0.000000000000000
239,1.000000000000000
240,0.000000000000000
241,0.000000000000000
242,2.000000000000000
243,0.000000000000000
244,1.000000000000000
245,0.000000000000000
246,1.000000000000000
247,1.000000000000000
248,1.000000000000000
249,7.000000000000000
250,1.000000000000000
251,0.000000000000000
252,9.000000000000000
253,1.000000000000000
254,7.000000000000000
255,2.000000000000000
256,8.000000000000000
257,5.000000000000000
258,1.000000000000000
259,0.000000000000000
260,1.000000000000000
261,0.000000000000000
262,1.000000000000000
263,36.000000000000000
264,1.000000000000000
265,20.000000000000000
266,5.000000000000000
267,1.000000000000000
268,1.000000000000000
269,2.000000000000000
270,0.000000000000000
271,0.000000000000000
272,3.000000000000000
273,7.000000000000000
274,19.000000000000000
275,6.000000000000000
276,3.000000000000000
277,12.000000000000000
278,20.000000000000000
279,52.000000000000000
280,17.000000000000000
281,30.000000000000000
282,0.000000000000000
283,2.000000000000000
284,2.000000000000000
285,0.000000000000000
286,0.000000000000000
287,0.000000000000000
288,0.000000000000000
289,0.000000000000000
290,0.000000000000000
291,0.000000000000000
292,5.000000000000000
