id,y_2011,y_2013
2,0,0
3,3.58,5.79
4,1.58,1.58
5,0,0
6,,
7,1.1,1.12
8,1.71,2.89
9,,
10,,
11,3.49,4.69
12,0.01,1.27
13,,
14,0,0.65
15,1.79,1.8
16,2.12,2.14
17,0,0
18,2.6,2.61
19,0,4.02
20,0,0
21,0.77,2.24
22,0.69,3.28
23,1.4,1.71
24,,
25,0,0
26,0,0
27,0,0
28,,
29,1.46,3.01
30,1.08,1.08
31,0.01,1.86
32,,
33,,
34,0,0
35,0,2.01
36,3.19,3.23
37,0.29,1.44
38,0,0
39,0,0.49
40,0,0
41,2.79,2.79
42,0,2.54
43,0,3.47
44,,
45,0,0
46,,
47,1.1,1.1
48,0,1.4
49,0,0
50,0,2.37
51,1.08,0
52,,
53,0,0
54,0.01,0
55,0,1.56
56,1.47,1.47
57,,
58,1.08,1.08
59,,
60,2.82,2.31
61,0.28,0
62,,
64,,
65,1.85,1.93
66,1.84,1.91
67,,
68,0,0.15
69,0.02,0.26
70,0,0
71,0,0
72,0,0
73,4.45,0
74,,
75,0,0
76,0,0
77,0,0.18
78,0.93,0.94
79,0,0
80,0,0
81,0,0
82,0,0.56
83,0,0
84,0,0
85,0,0.66
86,0,0.01
87,,
88,0,0.67
89,0,0
90,,
91,0.36,0
92,,
93,2.85,2.26
94,0,0
95,,
96,0.17,2.87
97,0,0
98,0,0.81
99,,
100,,
101,,
102,,
103,,
105,0,1.32
106,0.01,0.01
107,0.67,0.03
108,0,0
109,,
110,,
111,0,0
112,0,0
113,0,0
114,0,0
115,0,1.97
116,0,1.03
117,0,0
118,0,0.33
119,0,0
120,0.01,0.01
121,,
122,0,1.04
123,0,2.04
124,0.57,0
125,,
126,0,0.27
127,0.01,0.84
128,0.02,0
129,1.56,3.06
130,0,0
131,1.14,0
132,0.57,1.35
133,3.68,2.49
134,0,1.62
135,0.71,0.71
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
141,0,0.32
142,1.56,3.05
143,,
144,0,0
145,0.11,0
146,0.02,0
147,0.08,0
148,0,0
149,,
150,0,0
151,,
152,0,0
153,0.74,0
154,,
155,0.18,0
156,0,0
157,0,0.26
158,0,2.67
159,0,0
160,0,0
161,2.01,2.01
162,,
163,,
164,1.14,1.14
165,,
166,,
167,,
168,,
169,0,0
170,,
171,,
172,0,0
173,0,0
174,1.74,2.61
175,1.28,1.28
176,0,0
177,0,2.4
178,0,3.03
179,1.29,1.8
180,0,0
181,0.72,5.21
182,,
183,,
184,0.22,0.52
185,,
186,1.79,2.03
187,,
188,,
189,0,0.2
190,,
191,0,0
192,1.95,0
193,1.09,1.09
194,0,0
195,0,0
196,0,0
197,0,1.52
198,1.18,2.36
199,,
200,0.44,0.7
201,3.96,5.69
202,0,1.66
203,0,0
204,0,0
205,0,0
206,,
207,0,0
208,1.12,1.12
209,0,0
210,1.52,1.52
211,0,0
212,1.39,0
213,,
215,0.01,0.95
216,0,0
217,0,0
